,Name,Mass,PTMCnt,PTMCntRatio,MassDifferent,PeptideLength,AvgIntensityLog,expect,fval,EucliIntraProtein,ManhattanIntraProtein,PearsonIntraProtein,CosineIntraProtein,EucliIntraProteinPair,ManhattanIntraProteinPair,CosineIntraProteinPair,Charge2,Charge3,Charge4,Charge5,y
9226,A14-07151_Ratio.24187.24187.2,1289.777928,1,0.142857143,0.003009,7,11.119955,0.0838,3.6114,0.154895593,0.315914405,0.314745269,0.002181101,0.306290793,0.557102703,0.008403528,1,0,0,0,0
2302,A14-07151_Ratio.13043.13043.2,1189.652561,0,0.0,0.002005,9,12.25966736,0.000892,3.9204,0.883955685,1.134142294,-0.996762674,0.046877298,0.850039175,1.199840569,0.048605806,1,0,0,0,0
3529,A14-07151_Ratio.36631.36631.2,1466.951267,1,0.111111111,0.00347,9,9.21610332,0.00078,5.1307,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,1,0,0,0,0
8207,A14-07151_Ratio.16483.16483.2,1617.9041,1,0.1,0.006,10,11.57258568,0.014,6.734,0.250325683,0.334397486,-0.524924146,0.006637142,0.423414129,0.746311523,0.019494964,1,0,0,0,0
9841,A14-07151_Ratio.17860.17860.3,1683.8926,1,0.1,0.005,10,11.22825451,0.013,7.1162,0.115007755,0.229582192,-0.030180986,0.00109884,0.283928063,0.495362045,0.005586861,0,1,0,0,0
10502,A14-07151_Ratio.05398.05398.2,1321.6233,0,0.0,0.003,9,10.88122491,0.012,6.9822,0.236410939,0.396698333,0.531199164,0.004964318,0.314936221,0.602475048,0.009193076,1,0,0,0,0
2554,A14-07151_Ratio.36738.36738.3,1997.0694,0,0.0,0.006,16,9.925773367,0.0037,9.5284,0.378706029,0.70790324,0.907312624,0.007583312,0.551044642,1.087667555,0.021218283,0,1,0,0,1
8432,A14-07151_Ratio.10656.10656.3,1612.980429,2,0.25,0.004736,8,11.76508425,5.7e-05,7.4496,0.259318778,0.476172469,0.330327462,0.005404117,0.348438701,0.639619916,0.008329789,0,1,0,0,0
9838,A14-07151_Ratio.22657.22657.3,1802.0881,1,0.083333333,0.006,12,12.15583658,0.036,7.3307,0.291639097,0.430788923,0.860501539,0.005196277,0.335351429,0.530660618,0.011672361,0,1,0,0,0
11235,A14-07151_Ratio.05722.05722.2,1709.9156,1,0.090909091,0.005,11,10.35671907,0.0082,7.1012,0.307114563,0.559613286,-0.861883675,0.009685775,0.402981578,0.691224436,0.019377333,1,0,0,0,0
7344,A14-07151_Ratio.18230.18230.2,1534.828953,3,0.3,0.003637,10,11.26424578,0.000606,4.1099,0.116506528,0.235359867,0.879837911,0.00051447,0.262629845,0.486150247,0.004263486,1,0,0,0,0
10917,A14-07151_Ratio.07610.07610.2,1588.8031,1,0.1,0.004,10,12.41342774,0.018,8.1882,0.116769805,0.229505485,0.868841166,0.001275197,0.241516295,0.395607329,0.00527696,1,0,0,0,0
5374,A14-07151_Ratio.36276.36276.2,1991.1374,1,0.071428571,0.003,14,9.610542691,1.9e-05,10.2532,0.309862658,0.382811319,-0.9478207,0.009493775,0.451944409,0.662089754,0.019557212,1,0,0,0,0
7812,A14-07151_Ratio.17264.17264.2,1513.8242,1,0.125,0.006,8,10.61333092,0.06,6.6163,0.234170997,0.413645637,-0.279033196,0.002457407,0.449719254,0.820936182,0.016075152,1,0,0,0,0
710,A14-07151_Ratio.34631.34631.3,2257.1746,1,0.058823529,0.004,17,10.45337607,2.0,0.8961,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,0,1,0,0,1
3348,A14-07151_Ratio.03947.03947.2,926.515171,0,0.0,0.001502,7,10.72110086,9.02,4.1088,0.343477366,0.636130444,-0.879858189,0.011861005,0.456071164,0.796994024,0.022423132,1,0,0,0,0
518,A14-07151_Ratio.34716.34716.3,1877.9921,1,0.066666667,0.005,15,9.393213599,0.0038,9.4685,0.551258708,1.105476967,0.68106715,0.008934574,0.602915681,1.243279589,0.014537608,0,1,0,0,1
6309,A14-07151_Ratio.17890.17890.2,1560.77866,0,0.0,0.005135,13,10.87668811,1.44e-05,5.929,0.158538389,0.300232567,0.461917443,0.002288237,0.357226184,0.586180548,0.014229438,1,0,0,0,0
9147,A14-07151_Ratio.09339.09339.3,1756.976767,1,0.090909091,0.004258,11,11.7640599,0.02,4.7239,0.243414421,0.412082437,0.740858071,0.005084932,0.343414186,0.581304571,0.010726925,0,1,0,0,0
2537,A14-07151_Ratio.31346.31346.3,2171.2864,2,0.153846154,0.005,13,12.61526427,0.0051,9.8919,0.924009966,1.313693904,-0.886723178,0.060089245,0.962692462,1.433191588,0.065968244,0,1,0,0,0
2521,A14-07151_Ratio.24695.24695.2,1301.83469,1,0.142857143,0.002257,7,11.90706687,0.0195,4.8189,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,1,0,0,0,0
11248,A14-07151_Ratio.02913.02913.2,1106.518162,2,0.285714286,0.001774,7,8.776373358,0.118,2.2076,0.257036422,0.496769672,0.844684126,0.003631251,0.264170785,0.498594574,0.003631251,1,0,0,0,0
1603,A14-07151_Ratio.31156.31156.2,2005.2265,2,0.181818182,0.009,11,10.8400551,0.0028,8.0363,0.392551951,0.789437505,0.468995743,0.002437446,0.431843298,0.878603956,0.006280173,1,0,0,0,0
4586,A14-07151_Ratio.20573.20573.3,1272.791525,0,0.0,0.004594,9,10.56706932,0.00359,6.9704,0.260476977,0.561592928,0.992445895,0.00056034,0.325817427,0.634224305,0.004168355,0,1,0,0,0
6709,A14-07151_Ratio.33066.33066.2,1699.8794,0,0.0,0.002,12,9.551619739,0.00012,6.6295,0.255692525,0.490230357,-0.088958126,0.002092802,0.33831443,0.563874117,0.007125009,1,0,0,0,0
6951,A14-07151_Ratio.23329.23329.2,1594.883,2,0.2,0.004,10,11.91838258,0.011,7.5817,0.158936367,0.300931968,0.666861174,0.001440353,0.26283914,0.521607229,0.002681766,1,0,0,0,0
5753,A14-07151_Ratio.15022.15022.2,1159.641453,0,0.0,0.001461,8,11.70205038,0.00026,5.5054,0.097855577,0.20803355,0.933022866,0.000941344,0.471979421,0.829134603,0.015005094,1,0,0,0,0
7112,A14-07151_Ratio.22513.22513.2,1212.6375,0,0.0,0.003,8,12.59307106,0.046,6.4637,0.234316081,0.473572292,-0.180150218,0.001181821,0.357473449,0.699789914,0.006876886,1,0,0,0,0
695,A14-07151_Ratio.35596.35596.2,1502.8854,0,0.0,0.004,10,9.469862418,0.026,6.5322,0.756599222,1.533222791,0.999578834,0.020405972,0.993750197,1.796706906,0.036333911,1,0,0,0,1
10090,A14-07151_Ratio.12723.12723.2,1345.800511,1,0.125,0.0034,8,13.22298888,0.0201,4.7156,0.192968824,0.390624125,-0.705525277,0.002498241,0.364758603,0.675377778,0.013065013,1,0,0,0,0
9564,A14-07151_Ratio.33911.33911.3,2161.1944,2,0.133333333,0.009,15,10.54947213,0.0014,10.3232,0.175799159,0.310853233,-0.908404905,0.003131411,0.327597162,0.564080385,0.009916796,0,1,0,0,0
5502,A14-07151_Ratio.05317.05317.3,1685.958945,2,0.25,0.003259,8,10.88755322,5.49e-05,6.9987,0.40527599,0.566065344,-0.950725445,0.020595065,0.555553066,0.885360962,0.04319825,0,1,0,0,0
9105,A14-07151_Ratio.14629.14629.3,1830.930502,0,0.0,0.008916,14,11.19161508,0.000444,6.363,0.149629159,0.298931212,0.786093902,0.001291482,0.363678273,0.681340556,0.009364598,0,1,0,0,0
4053,A14-07151_Ratio.33536.33536.2,2078.141453,2,0.133333333,0.00795,15,10.95194373,7.2e-07,6.5118,0.15668936,0.335427984,0.970731794,0.000191911,0.164656327,0.350771587,0.000191911,1,0,0,0,0
11392,A14-07151_Ratio.26181.26181.2,1433.8669,1,0.111111111,0.002,9,11.5276024,0.03,5.9655,0.289836109,0.583016973,-0.360915337,0.00825348,0.389238944,0.782231769,0.016256299,1,0,0,0,0
2253,A14-07151_Ratio.12085.12085.3,1552.909018,2,0.285714286,0.002073,7,13.40376197,0.0615,2.6473,0.353851313,0.694115347,0.78387486,0.003647453,0.431766043,0.804193409,0.009987253,0,1,0,0,0
8977,A14-07151_Ratio.35824.35824.2,1795.9986,0,0.0,0.01,14,9.593250516,0.0012,9.0604,0.159186305,0.288689596,0.059820457,0.002263274,0.263672565,0.493253597,0.00372827,1,0,0,0,0
493,A14-07151_Ratio.33605.33605.2,1442.907,1,0.125,0.005,8,10.3390299,0.038,6.4976,0.532590671,1.177756773,-0.290193154,0.000895516,0.571113605,1.21006937,0.003375561,1,0,0,0,0
10080,A14-07151_Ratio.06845.06845.2,1191.578709,1,0.142857143,0.003032,7,11.97768967,0.00083,2.5492,0.220687855,0.407443251,-0.149858155,0.004551655,0.333396527,0.551768258,0.012046844,1,0,0,0,0
9101,A14-07151_Ratio.31526.31526.2,1271.805637,1,0.142857143,0.004898,7,9.998878478,0.00911,3.7785,0.215902521,0.386982697,0.701020388,0.001931546,0.377682461,0.696041295,0.008989531,1,0,0,0,0
11312,A14-07151_Ratio.09107.09107.2,1067.593968,0,0.0,0.00132,9,11.88589776,0.0014,4.647,0.316451225,0.58868206,0.662199486,0.002335405,0.408535953,0.789960559,0.009216279,1,0,0,0,0
347,A14-07151_Ratio.16043.16043.2,1669.881687,2,0.181818182,0.006585,11,8.916930837,3.51e-05,4.8256,1.2017751,1.969987804,-0.957089433,0.122397513,1.252757576,2.027140876,0.123001834,1,0,0,0,1
6935,A14-07151_Ratio.36962.36962.2,1856.0116,0,0.0,0.008,14,9.641194468,0.044,7.1057,0.234828266,0.417858649,0.697659945,0.002245243,0.243413821,0.452033452,0.002588099,1,0,0,0,0
881,A14-07151_Ratio.42475.42475.3,2187.142782,0,0.0,0.00533,18,7.406002055,1.7e-06,8.5915,0.668928379,1.41166321,0.962409742,0.033505842,0.909540606,1.799107643,0.061028506,0,1,0,0,1
3656,A14-07151_Ratio.03663.03663.3,1297.74404,0,0.0,0.002268,9,10.05039641,0.0133,6.9222,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,0,1,0,0,0
1339,A14-07151_Ratio.37303.37303.2,2744.4945,1,0.05,0.006,20,11.05526152,3.1e-05,10.3859,0.430701021,0.883059411,-0.301335746,0.012773255,0.485291215,0.917269287,0.022598301,1,0,0,0,0
10167,A14-07151_Ratio.24031.24031.2,1502.8755,1,0.090909091,0.004,11,12.91198846,0.0023,8.6593,0.068820886,0.119971586,0.724390353,0.000373219,0.291628571,0.545547424,0.007068501,1,0,0,0,0
9971,A14-07151_Ratio.10800.10800.2,1327.725315,2,0.285714286,0.004147,7,12.53486606,0.00351,3.9259,0.229109282,0.458544075,0.914740528,0.003845509,0.313443295,0.578914801,0.008815703,1,0,0,0,0
9417,A14-07151_Ratio.28046.28046.3,2024.1835,2,0.181818182,0.007,11,12.5112897,0.035,7.1136,0.229666855,0.432960282,-0.862036432,0.005395135,0.377077918,0.667108038,0.014588824,0,1,0,0,0
3286,A14-07151_Ratio.30783.30783.3,2781.3761,2,0.095238095,0.013,21,9.630740591,0.0008,9.8971,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,0,1,0,0,0
3467,A14-07151_Ratio.10620.10620.3,1651.913412,1,0.090909091,0.004626,11,9.989120795,3.36e-06,8.2405,0.312603256,0.636637608,0.645844479,0.008252388,0.487276279,0.896433329,0.019676318,0,1,0,0,0
4691,A14-07151_Ratio.38305.38305.2,1486.9405,1,0.111111111,0.003,9,10.7779423,0.17,7.1557,0.435490732,0.846048019,-0.899986541,0.020408604,0.462581181,0.874815023,0.024184039,1,0,0,0,0
8211,A14-07151_Ratio.21837.21837.3,2348.3283,2,0.125,0.009,16,11.53735683,0.00042,9.7248,0.118630682,0.219626746,0.336780231,0.001169682,0.281352494,0.488789979,0.005563066,0,1,0,0,0
2677,A14-07151_Ratio.26034.26034.3,2607.3806,1,0.05,0.007,20,11.6627594,0.0033,10.1201,0.469794795,0.934454083,-0.86809402,0.024130948,0.613942368,0.994889149,0.033545092,0,1,0,0,0
11500,A14-07151_Ratio.18493.18493.2,1639.8864,1,0.090909091,0.004,11,10.78715633,0.0022,9.1327,0.172583106,0.334015709,0.221554202,0.000855616,0.40994797,0.696304724,0.013430738,1,0,0,0,0
1612,A14-07151_Ratio.20200.20200.2,1736.8652,1,0.076923077,0.005,13,9.639853706,0.036,7.0095,1.061937693,1.346583205,-0.936842985,0.06473037,1.082403577,1.429415932,0.067705509,1,0,0,0,0
7499,A14-07151_Ratio.13860.13860.2,1321.691624,1,0.142857143,0.000353,7,12.61087057,0.00987,4.0629,0.202079385,0.36884252,0.076142204,0.001946567,0.456613654,0.810848041,0.017958997,1,0,0,0,0
10483,A14-07151_Ratio.09019.09019.3,1599.8671,1,0.1,0.005,10,12.09593658,0.004,7.5174,0.287723252,0.559719423,-0.367178159,0.0081444,0.376563633,0.662182351,0.012627318,0,1,0,0,0
10075,A14-07151_Ratio.08699.08699.2,1159.7007,1,0.142857143,0.004,7,12.07849627,0.74,2.501,0.207494886,0.335002935,-0.356169645,0.003994394,0.332141443,0.557761071,0.011932982,1,0,0,0,0
8904,A14-07151_Ratio.31535.31535.2,1709.94907,2,0.2,0.006282,10,10.62399768,0.000358,5.4353,0.219013251,0.381356988,-0.455067775,0.003663135,0.37151209,0.708124661,0.008388249,1,0,0,0,0
6691,A14-07151_Ratio.39484.39484.3,2146.291586,1,0.0625,0.003616,16,9.396287585,4e-06,7.8732,0.269055351,0.583379489,0.457083149,0.000349805,0.327289639,0.66368161,0.003304112,0,1,0,0,0
11612,A14-07151_Ratio.31368.31368.2,1460.775608,0,0.0,0.004208,10,11.64347043,0.000159,5.6825,0.199884615,0.363846369,0.285646137,0.00213371,0.410541431,0.790579735,0.011411634,1,0,0,0,0
9000,A14-07151_Ratio.18063.18063.2,1611.8708,0,0.0,0.004,12,11.36199698,0.01,8.7206,0.119084924,0.226369652,-0.123967329,0.00128975,0.337968855,0.598480787,0.005834666,1,0,0,0,0
7517,A14-07151_Ratio.13040.13040.2,1861.9681,1,0.076923077,0.001,13,11.02451341,0.00099,8.9395,0.153499439,0.300162514,0.145310821,0.001752521,0.414966132,0.683325666,0.013776141,1,0,0,0,0
1109,A14-07151_Ratio.33636.33636.2,1228.819798,1,0.142857143,0.003743,7,11.49613139,0.0175,3.5735,0.566108083,1.039751927,-0.696316187,0.016870597,0.760274348,1.364831361,0.022984723,1,0,0,0,0
4657,A14-07151_Ratio.22082.22082.2,1532.819431,0,0.0,0.004435,11,10.03245767,3.05e-05,4.6537,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,1,0,0,0,0
11332,A14-07151_Ratio.20542.20542.3,1968.9585,0,0.0,0.005,15,10.87552171,0.0024,8.709,0.227347676,0.439168646,0.414908256,0.002235754,0.368520034,0.689148239,0.006447802,0,1,0,0,0
11544,A14-07151_Ratio.36197.36197.2,1488.8387,0,0.0,0.006,12,10.57978634,0.021,6.5853,0.173787261,0.314838268,0.773787049,0.000964352,0.339786042,0.572545288,0.00632491,1,0,0,0,0
7243,A14-07151_Ratio.37926.37926.3,3360.8424,3,0.130434783,0.012,23,11.49432513,3.8e-05,13.1891,0.252385012,0.500662944,0.897464988,0.00488473,0.316864161,0.622528006,0.010195903,0,1,0,0,0
5122,A14-07151_Ratio.19943.19943.3,1421.9165,1,0.111111111,0.004,9,10.63566826,0.0025,8.2659,0.405678362,0.76048007,-0.363849138,0.007646912,0.518570145,0.880128053,0.017843043,0,1,0,0,0
11997,A14-07151_Ratio.32020.32020.2,2082.131,1,0.066666667,0.006,15,11.59730436,1.5e-05,11.0764,0.163153426,0.307408188,-0.347917856,0.000683483,0.359798263,0.625581807,0.008845539,1,0,0,0,0
11987,A14-07151_Ratio.31687.31687.2,1626.9083,1,0.111111111,0.006,9,11.58235466,0.02,7.8421,0.233041986,0.412487164,-0.348400212,0.002417037,0.350139252,0.610710181,0.010504653,1,0,0,0,0
4070,A14-07151_Ratio.07998.07998.2,1470.7303,1,0.111111111,0.003,9,11.43492161,0.024,5.9847,0.315931533,0.636318856,-0.423748613,0.008309119,0.410453055,0.705652947,0.016481703,1,0,0,0,0
8131,A14-07151_Ratio.23104.23104.2,1709.0302,1,0.083333333,0.006,12,11.22160159,0.0056,6.3635,0.101836615,0.16787542,0.82211536,0.000718641,0.300603511,0.555515633,0.006059975,1,0,0,0,0
8228,A14-07151_Ratio.29234.29234.2,1260.74387,0,0.0,0.004558,9,12.12404744,0.00109,4.8564,0.158686673,0.318849415,0.585559135,0.001211699,0.265335585,0.481312717,0.00586604,1,0,0,0,0
10978,A14-07151_Ratio.13890.13890.2,1214.6849,0,0.0,0.003,9,12.88743619,0.097,6.7278,0.12059833,0.215117941,0.885161496,0.001143743,0.187984397,0.373213102,0.00149275,1,0,0,0,0
11762,A14-07151_Ratio.06360.06360.3,1295.810995,1,0.142857143,0.003046,7,11.15061533,0.00111,7.4331,0.136708661,0.299275247,0.811109825,0.001118896,0.174885691,0.328472527,0.002341439,0,1,0,0,0
7154,A14-07151_Ratio.11653.11653.2,1374.8051,1,0.125,0.003,8,11.53781056,0.013,6.5963,0.23997355,0.476970017,0.822540864,0.004823814,0.427607756,0.788461321,0.01149595,1,0,0,0,0
9230,A14-07151_Ratio.25617.25617.2,1623.9321,1,0.090909091,0.008,11,11.28499846,5.4e-05,8.7128,0.093623368,0.170186989,0.767559871,0.000876505,0.398088704,0.659815857,0.017094708,1,0,0,0,0
5626,A14-07151_Ratio.08197.08197.2,1434.811375,1,0.111111111,0.002971,9,12.10456651,4.37e-05,6.5071,0.411742619,0.624096551,-0.976450673,0.015582146,0.502802695,0.73751914,0.021410914,1,0,0,0,0
4560,A14-07151_Ratio.20425.20425.3,1741.9412,0,0.0,0.006,14,10.33310506,0.0084,6.9241,0.36258879,0.595016807,-0.230659727,0.008453889,0.554107168,0.952291636,0.019666303,0,1,0,0,0
7898,A14-07151_Ratio.15136.15136.3,1984.096579,2,0.2,0.00578,10,10.90438821,0.000273,5.4019,0.130903822,0.239127032,0.880738923,0.00060459,0.259121869,0.457428262,0.005419494,0,1,0,0,0
5766,A14-07151_Ratio.39596.39596.3,2089.1541,2,0.133333333,0.005,15,11.69855761,0.0044,10.4354,0.335360463,0.604634685,0.138444047,0.006995269,0.372812564,0.692313148,0.008668003,0,1,0,0,0
10539,A14-07151_Ratio.27092.27092.2,1567.927097,1,0.1,0.004393,10,11.30720602,6.66e-07,6.1903,0.124744543,0.247423473,0.347391368,0.000777153,0.314518749,0.589447088,0.009561274,1,0,0,0,0
7410,A14-07151_Ratio.20075.20075.3,1519.86141,1,0.111111111,0.002746,9,11.24275851,0.000155,6.9245,0.122419533,0.237006354,0.704038234,0.000359287,0.158242761,0.287787159,0.001531168,0,1,0,0,0
7628,A14-07151_Ratio.27465.27465.3,1724.0636,1,0.090909091,0.003,11,10.24020243,0.037,8.5596,0.106634972,0.221123832,0.522184703,0.000985005,0.272083492,0.494394808,0.004273493,0,1,0,0,0
7228,A14-07151_Ratio.21772.21772.2,1299.8319,1,0.125,0.004,8,11.2930484,1.1,3.8044,0.291708633,0.587559026,-0.23683841,0.001422221,0.320058658,0.63200157,0.00416375,1,0,0,0,0
3940,A14-07151_Ratio.27840.27840.2,1718.92075,0,0.0,0.005311,12,9.56671719,1.34e-07,7.0421,0.903750239,1.12166386,-0.977299536,0.053446322,1.016112444,1.322240916,0.059839829,1,0,0,0,0
12238,A14-07151_Ratio.23365.23365.2,1387.84116,1,0.125,0.008333,8,11.29070213,0.012,5.1448,0.211149872,0.37355638,-0.35559468,0.004368421,0.261017073,0.416827596,0.006639227,1,0,0,0,0
10053,A14-07151_Ratio.19451.19451.2,1852.0144,1,0.071428571,0.005,14,11.73212809,0.00073,8.5563,0.217678196,0.386478144,-0.840370856,0.004813283,0.331132091,0.575957188,0.012525865,1,0,0,0,0
2309,A14-07151_Ratio.12830.12830.2,1180.653904,1,0.142857143,0.004521,7,12.03095807,0.00618,3.9979,0.375720743,0.734517419,0.100785073,0.004543782,0.483980576,0.86719492,0.013734833,1,0,0,0,0
5408,A14-07151_Ratio.24299.24299.2,1286.835056,1,0.142857143,0.002289,7,10.85626997,0.0103,4.1376,0.389433693,0.531913666,-0.606473825,0.01545557,0.439250082,0.584111464,0.01545557,1,0,0,0,0
9168,A14-07151_Ratio.39523.39523.2,1934.068,3,0.25,0.006,12,12.08629238,0.0015,8.2071,0.211678629,0.417662808,0.585723207,0.004341113,0.379794186,0.685582474,0.013596054,1,0,0,0,0
3178,A14-07151_Ratio.05453.05453.3,1890.889487,1,0.083333333,0.004611,12,10.73090904,0.000759,8.294,0.337545867,0.647141563,0.346057094,0.009667714,0.495220248,0.882141889,0.01960136,0,1,0,0,0
11003,A14-07151_Ratio.28674.28674.2,1394.848,0,0.0,0.003,11,12.00328764,0.0072,10.1082,0.29456538,0.353624965,-0.955966183,0.008011702,0.399017166,0.629613427,0.017040471,1,0,0,0,0
10069,A14-07151_Ratio.21073.21073.2,1862.0464,1,0.083333333,0.006,12,11.45730645,0.011,8.1557,0.273710171,0.453858783,-0.901649011,0.008076703,0.38695468,0.632537775,0.018071611,1,0,0,0,0
10468,A14-07151_Ratio.10377.10377.2,1483.7524,0,0.0,0.005,13,10.57592627,0.00086,8.1171,0.194521252,0.409310993,0.750106596,0.000455888,0.190404551,0.39902249,0.000455888,1,0,0,0,0
11266,A14-07151_Ratio.03976.03976.3,1961.9551,0,0.0,0.004,19,9.169829593,0.00024,11.2202,0.231080751,0.369092014,0.207516673,0.004531753,0.312194011,0.568311223,0.007008665,0,1,0,0,0
1553,A14-07151_Ratio.36294.36294.3,2498.177817,1,0.055555556,0.003902,18,9.481260657,0.161,4.8311,0.860375302,1.171937065,-0.880496344,0.059590523,0.979501707,1.364673159,0.069455039,0,1,0,0,0
8453,A14-07151_Ratio.12550.12550.2,1204.710056,1,0.142857143,0.003158,7,12.10595686,0.00699,3.7678,0.286649453,0.537078482,0.717569181,0.00276477,0.302225544,0.563018618,0.003881059,1,0,0,0,0
5675,A14-07151_Ratio.05321.05321.2,1069.610935,0,0.0,0.002638,8,11.82078116,0.000214,5.0198,0.35884289,0.69608768,-0.748637727,0.01235297,0.463336464,0.797151857,0.023005321,1,0,0,0,0
5981,A14-07151_Ratio.07933.07933.2,1924.0488,1,0.076923077,0.007,13,11.17629928,0.0001,9.3977,0.311084274,0.580045349,-0.594654363,0.009773692,0.434578858,0.78896034,0.016648095,1,0,0,0,0
4731,A14-07151_Ratio.32901.32901.2,1457.926731,1,0.1,0.00442,10,11.02298094,0.00194,5.9218,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,1,0,0,0,0
8702,A14-07151_Ratio.22010.22010.2,1385.8691,1,0.125,0.004,8,11.87494982,0.11,4.6894,0.108183728,0.179088913,0.901482205,0.000623189,0.249781308,0.467691686,0.005174589,1,0,0,0,0
3373,A14-07151_Ratio.08656.08656.3,1182.7523,1,0.142857143,0.003,7,11.10385753,0.15,9.1023,0.404109079,0.630252003,-0.814599706,0.014295758,0.513839619,0.821369376,0.023604752,0,1,0,0,0
8819,A14-07151_Ratio.06179.06179.2,1089.600315,0,0.0,0.002188,9,12.5089081,0.00204,4.7053,0.311753952,0.465304162,-0.755306929,0.009161547,0.403106494,0.667125003,0.01913907,1,0,0,0,0
6764,A14-07151_Ratio.24868.24868.2,1205.756809,1,0.142857143,0.00302,7,12.38798346,0.00869,2.7882,0.249459543,0.412554702,-0.625641695,0.003543065,0.471312354,0.850637865,0.010035356,1,0,0,0,0
11549,A14-07151_Ratio.25893.25893.3,1993.1327,1,0.071428571,0.008,14,10.76944734,0.0017,9.2482,0.186353789,0.368899482,0.409385669,0.000878537,0.277162574,0.509851102,0.003957004,0,1,0,0,0
11302,A14-07151_Ratio.25052.25052.3,1310.8508,1,0.142857143,0.003,7,9.958298495,0.053,9.8714,0.291786305,0.516600231,-0.326998231,0.007109765,0.38451261,0.639328317,0.015914861,0,1,0,0,0
8442,A14-07151_Ratio.16775.16775.2,1518.8617,1,0.090909091,0.004,11,12.03966762,0.002,7.3389,0.255153864,0.474189344,-0.027217167,0.003677825,0.419661135,0.766019299,0.012388429,1,0,0,0,0
5802,A14-07151_Ratio.13556.13556.2,1658.8812,1,0.090909091,0.004,11,10.69256896,0.0011,8.4142,0.312953122,0.568796741,-0.22912542,0.009976814,0.393098848,0.631280066,0.015436173,1,0,0,0,0
11645,A14-07151_Ratio.19365.19365.2,1751.9327,2,0.166666667,0.004,12,11.02925876,0.001,8.8351,0.233635073,0.469906675,-0.60573754,0.004540537,0.329266137,0.595731869,0.008008685,1,0,0,0,0
3057,A14-07151_Ratio.19231.19231.2,1640.90659,1,0.1,0.003892,10,10.26162112,4.7e-05,5.0439,0.502957391,0.860486716,-0.489509278,0.01390759,0.562267596,0.990262017,0.016013378,1,0,0,0,0
7506,A14-07151_Ratio.04056.04056.2,1037.510838,0,0.0,0.001526,7,12.18550603,0.000697,4.7639,0.269844102,0.494076568,0.604575723,0.006129103,0.33858872,0.635410696,0.01133223,1,0,0,0,0
2137,A14-07151_Ratio.23841.23841.2,1520.902561,1,0.111111111,0.005737,9,10.47287592,0.0015,5.0024,0.397563145,0.825778525,0.444752711,0.003073002,0.46733801,0.863258673,0.010526457,1,0,0,0,0
6331,A14-07151_Ratio.26988.26988.2,2411.3841,1,0.055555556,0.001,18,10.11747815,4.3e-07,7.1509,0.242422596,0.466529718,-0.285169156,0.005087278,0.391085954,0.690745412,0.013376876,1,0,0,0,0
12087,A14-07151_Ratio.05777.05777.2,1334.701756,0,0.0,0.002458,11,11.03085305,6.74e-05,6.1708,0.20654015,0.260624229,-0.265977405,0.003837991,0.314998226,0.561920328,0.007670336,1,0,0,0,0
5060,A14-07151_Ratio.28433.28433.2,1529.9106,1,0.1,0.004,10,11.07353661,0.017,6.431,0.432837733,0.575523928,-0.498866887,0.010831858,0.429988766,0.583627434,0.010831858,1,0,0,0,0
2697,A14-07151_Ratio.05975.05975.3,1284.702536,0,0.0,0.003632,8,10.94736588,0.00603,5.6451,0.366820362,0.645725589,0.137005616,0.011144308,0.344910348,0.599047143,0.011144308,0,1,0,0,0
3112,A14-07151_Ratio.22260.22260.2,1172.690525,0,0.0,0.003643,9,13.89037165,5.96e-05,5.8122,0.396405018,0.849942833,0.863898227,0.001009303,0.462979195,0.94428673,0.008842029,1,0,0,0,0
11124,A14-07151_Ratio.03472.03472.3,1306.6622,0,0.0,0.004,9,10.84184398,0.0028,8.2436,0.30073003,0.371542137,-0.968976731,0.00908672,0.436031936,0.698504356,0.020611985,0,1,0,0,0
3866,A14-07151_Ratio.05490.05490.3,1644.923178,1,0.090909091,0.003099,11,11.83481002,0.000351,6.0768,0.407263409,0.633946625,0.580595132,0.015591545,0.687072914,0.880017775,0.03419332,0,1,0,0,0
5373,A14-07151_Ratio.19072.19072.2,1301.7551,0,0.0,0.004495,10,11.37998534,5.89e-06,6.2253,0.328925897,0.642416768,-0.777571151,0.012697564,0.486026701,0.834302421,0.029145754,1,0,0,0,0
1494,A14-07151_Ratio.31828.31828.3,1916.0194,0,0.0,0.005,14,9.26788036,0.047,9.0724,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,0,1,0,0,1
3751,A14-07151_Ratio.07088.07088.2,1489.7265,0,0.0,0.005,13,10.63944051,0.012,6.5006,0.352018418,0.621119227,0.038503664,0.011954365,0.494064999,0.846971606,0.019616061,1,0,0,0,0
11080,A14-07151_Ratio.31167.31167.2,1928.141,1,0.071428571,0.006,14,10.32561938,0.0011,9.2054,0.116683504,0.220494395,0.953314956,0.001217541,0.323056653,0.535050984,0.008104701,1,0,0,0,0
