,Mass,PTMCnt,PTMCntRatio,MassDifferent,PeptideLength,AvgIntensityLog,expect,fval,EucliIntraProtein,ManhattanIntraProtein,PearsonIntraProtein,CosineIntraProtein,EucliIntraProteinPair,ManhattanIntraProteinPair,CosineIntraProteinPair,Name,Charge2,Charge3,Charge4,Charge5,y
7671,-0.34230401945510536,0.47414510655186437,0.5221262653750609,0.2480384414484784,-0.26166250707779315,0.8457669492039883,-0.07188592946966234,-0.16330947843717442,-0.07087403691528471,0.029314754438664815,0.4393502883139235,-0.2576331689952635,0.22773207510255158,0.183426254735986,-0.34572533915985826,100104_A549_8plex_IPG400_inj1_4_fr_36.06536.06536.2,1,0,0,0,0
9431,-1.3796960408242867,0.47414510655186437,1.3199976283177728,-1.4080746680111418,-1.2136300005198464,0.600193062450689,-0.13236340055908674,-0.5541118285245873,-0.6650534630883154,-0.6338357267102466,0.533470954418229,-0.4086817350494712,-0.6242390234071706,-0.6452162360452058,-0.5149421374857225,100104_A549_8plex_IPG400_inj1_4_fr_34.02967.02967.2,1,0,0,0,0
1946,0.5842201039688502,-0.8872236484702791,-0.8741486197746862,0.01608905595679209,0.9282968597247734,-0.43958175597248,-0.13288415583527446,0.9783598845715182,-0.787297258225769,-0.8223974775486006,0.3612212835202287,-0.3018048782049196,-0.03696384733921654,-0.11088104248018754,-0.17666755732313427,100104_A549_8plex_IPG400_inj1_4_fr_33.08335.08335.3,0,1,0,0,0
126,2.241150200130705,4.558251371618295,2.538967766146918,0.52318599244692,1.4042806064458,-0.29171620247834373,-0.12626180042410287,0.6117328197964036,-0.35216091751198275,-0.3772776906682264,0.14001552571414494,0.008350019084197633,-0.5240346440540105,-0.5771810972210007,0.09498312283549495,100104_A549_8plex_IPG400_inj1_4_fr_32.07305.07305.3,0,1,0,0,0
2241,-1.0813577607786722,-0.8872236484702791,-0.8741486197746862,-0.6654514278663478,-0.9756381271593331,1.3017813374019822,-0.06892314162919602,-1.1388444704619785,-0.8400066135026792,-0.8282303137919336,0.46218922433925863,-0.37202711935676275,-0.4577880189384234,-0.4833454734454418,-0.017702761526451335,100104_A549_8plex_IPG400_inj1_4_fr_33.05158.05158.3,0,1,0,0,0
5591,-0.9685359059042509,-0.8872236484702791,-0.8741486197746862,-1.5792164447321726,-0.7376462537988198,-0.09191299184837258,-0.13259519513719378,-0.6300697452468462,-1.0829230139783501,-1.01907016368661,0.5588498293495274,-0.4387107239297753,-0.9932663488427076,-1.0881466922345018,-0.588420709892125,100104_A549_8plex_IPG400_inj1_4_fr_34.02309.02309.2,1,0,0,0,0
6564,-0.7512657386172471,0.47414510655186437,1.3199976283177728,1.826559941526538,-1.2136300005198464,0.14067909266745085,-0.08652558703431941,-1.2844619066410463,1.0202676662563184,1.270979778039243,0.41824994197408855,-0.3426177442955031,0.9535171601563603,1.259487403248683,-0.4517948691269619,100104_A549_8plex_IPG400_inj1_4_fr_32.03625.03625.3,0,1,0,0,1
2142,-0.6873195939193482,0.47414510655186437,1.3199976283177728,0.2480384414484784,-1.2136300005198464,1.1309930228574918,-0.017858621790570794,-1.0917762082626836,0.4523109735949049,0.5752759247248576,0.4198727126030251,-0.3167050778917206,1.0618322525338921,1.157086557589739,0.20414756702441528,100104_A549_8plex_IPG400_inj1_4_fr_34.04323.04323.2,1,0,0,0,1
8307,-0.9578505113626756,-0.8872236484702791,-0.8741486197746862,-0.5774042115468465,-0.9756381271593331,0.6449431019897487,2.132776787112622,-1.5650988770136034,-0.8670737335500296,-0.8507907284207948,0.45624078473227014,-0.39480895295973306,-0.6265341600665152,-0.6666969263966847,-0.48725604996052657,100104_A549_8plex_IPG400_inj1_4_fr_32.04374.04374.2,1,0,0,0,0
4063,-1.2880171167455046,-0.8872236484702791,-0.8741486197746862,-0.3955316803368766,-0.9756381271593331,-1.2803269158131,-0.12336872523870634,-0.32808611108839086,-0.12527628658945988,-0.219192418354357,-1.1431828327716915,0.4036306238322309,-0.3972706823014785,-0.5215667399338616,0.2605295863771048,100104_A549_8plex_IPG400_inj1_4_fr_33.02950.02950.3,0,1,0,0,0
8300,-1.0750619001566828,-0.8872236484702791,-0.8741486197746862,0.4508221865343298,-1.2136300005198464,1.59361181692711,-0.12918973193703429,-1.032865450606195,-0.5611519220855387,-0.4514620423126742,0.5962695103665514,-0.45766589445299194,-0.5561177659863821,-0.5643094961890397,-0.5314033329607729,100104_A549_8plex_IPG400_inj1_4_fr_33.05312.05312.2,1,0,0,0,0
5155,-1.3263618761689389,-0.8872236484702791,-0.8741486197746862,-0.8525517625452881,-0.7376462537988198,-0.23339829708294857,-0.002173274399866806,-0.353166555289137,-0.9576235686355723,-0.8660625724681502,0.6208649141359751,-0.46851209171081426,-1.0912721898077422,-1.139021600611151,-0.6837079924160784,100104_A549_8plex_IPG400_inj1_4_fr_34.01770.01770.2,1,0,0,0,0
5662,0.631024156867149,-0.8872236484702791,-0.8741486197746862,0.52318599244692,0.9282968597247734,0.49549176013708596,-0.1194648165547978,0.5331725712698567,-0.6953245636395315,-0.6421322622758943,0.49399206621467123,-0.36364774734747213,-0.2892286453175108,-0.3091575494821663,-0.34518637714964007,100104_A549_8plex_IPG400_inj1_4_fr_35.06887.06887.2,1,0,0,0,0
8119,-0.4082469976531232,-0.8872236484702791,-0.8741486197746862,-0.8525517625452881,-0.02367063371727985,-0.22369134616456074,-0.12870174335154572,1.2140029151974743,2.3754289867694336,2.7785508592718675,0.5128812268475231,-0.34554740817519497,1.468987917375107,1.950828949205552,-0.470309788780479,100104_A549_8plex_IPG400_inj1_4_fr_32.07648.07648.3,0,1,0,0,1
2451,-1.2709701832161135,-0.8872236484702791,-0.8741486197746862,-0.8525517625452881,-1.2136300005198464,1.301749142612667,0.703667358181813,-0.1637997728350836,0.2854372782379107,0.3062988572347006,-0.120965584083893,-0.010214729913063273,0.504378097724401,0.6714555687612912,0.12540698283071192,100104_A549_8plex_IPG400_inj1_4_fr_35.07580.07580.3,0,1,0,0,1
2248,-0.5659439621359083,-0.8872236484702791,-0.8741486197746862,-0.7595518903078149,-0.26166250707779315,0.2985453355601046,-0.13284023511976414,-0.02598933206887948,-0.5629242799401182,-0.5925558589023442,0.25590699179776644,-0.2637796996306767,-0.28979679740707903,-0.3353350466610583,0.0865438824223258,100104_A549_8plex_IPG400_inj1_4_fr_32.05186.05186.3,0,1,0,0,0
5168,-0.7171956717701181,-0.8872236484702791,-0.8741486197746862,-1.1276993135437297,-0.26166250707779315,-0.04891556901366163,-0.12957315153991816,0.7513912932931891,0.7806799406748525,0.8366326606284188,0.07489913841654676,-0.12969371276996092,0.9476366803772178,1.1712688402818339,-0.38373032664669504,100104_A549_8plex_IPG400_inj1_4_fr_33.05041.05041.3,0,1,0,0,1
4181,-0.10157232944745785,-0.8872236484702791,-0.8741486197746862,-0.3022566605484049,0.45231311300374677,-0.7730032045400419,-0.11371352251153967,0.12788767896727593,-0.9522460148234473,-0.8892451143244195,0.6129499192083521,-0.45897679843243633,-0.2532123662829595,-0.2693983986518968,-0.09792415330598893,100104_A549_8plex_IPG400_inj1_4_fr_34.09532.09532.2,1,0,0,0,0
1383,0.068763315927684,0.47414510655186437,0.6617537538900359,0.52318599244692,-0.49965438043830646,0.7498858805612555,0.003055174730367864,-0.1637997728350836,-0.9721449954594517,-0.9254809058127399,0.5969696858713728,-0.4523215121409443,-0.24501225425774725,-0.2257206149431701,-0.34333047997975386,100104_A549_8plex_IPG400_inj1_4_fr_36.05998.05998.3,0,1,0,0,0
2092,1.0526527829508354,-0.8872236484702791,-0.8741486197746862,1.3486286454422447,1.4042806064458,-1.782433116082775,-0.1326927928542915,1.9199514182795236,0.19598861110963334,0.18635712032193882,0.32010591774196284,-0.26108439308873116,-0.5447983939644354,-0.5539531632794403,-0.10768392847000641,100104_A549_8plex_IPG400_inj1_4_fr_35.09491.09491.3,0,1,0,0,1
4260,1.3339646853564795,-0.8872236484702791,-0.8741486197746862,-0.5774042115468465,1.6422724798063133,-0.6898684905533734,-0.132867074491966,1.2049890412666802,2.1940932065135117,2.4961769657739215,-0.06490266624748037,-0.1329375004495025,2.0828998729081647,2.8326987111984367,-0.19613809983644795,100104_A549_8plex_IPG400_inj1_4_fr_32.08306.08306.3,0,1,0,0,1
6857,-0.7213283507400341,-0.8872236484702791,-0.8741486197746862,-0.5774042115468465,-0.26166250707779315,0.2727775571508455,-0.12992171481526715,1.8649253008526234,0.2878543149175407,-0.0006522459303778755,-0.5718277905940248,0.4880766187307052,0.4643721803824127,0.22725030379433417,0.2864624633430622,100104_A549_8plex_IPG400_inj1_4_fr_35.05743.05743.3,0,1,0,0,0
299,0.5800808469440134,-0.8872236484702791,-0.8741486197746862,-0.3022566605484049,1.1662887330852867,0.003462801846488683,-0.13237908590647743,2.298571838326574,0.8492620419658244,0.7018048363954423,-0.6427313018087266,0.16123916226923396,0.40657756160036085,0.4427790821287618,0.008243876857649012,100104_A549_8plex_IPG400_inj1_4_fr_35.06864.06864.3,0,1,0,0,0
2215,0.26056705024946963,0.47414510655186437,0.40577002494591496,-0.027109109549963248,-0.02367063371727985,0.6564972450341119,-0.04922931657197879,-0.052502944509668234,-0.8565592083830784,-0.8444124272800906,0.5102035507042647,-0.39967657702308595,-1.0690626144173714,-1.1898250114328115,-0.6361838371171691,100104_A549_8plex_IPG400_inj1_4_fr_32.05559.05559.2,1,0,0,0,0
9884,3.035479070848143,4.558251371618295,1.583295178088869,-0.027109109549963248,3.070223719969393,-1.0079328651809747,-0.11667631035200597,0.5902352961957641,-0.8877556502319246,-0.8696036793417158,0.5246155616401147,-0.3809952207333685,0.5041939662540709,0.5612572271771796,-0.17957478585795233,100104_A549_8plex_IPG400_inj1_4_fr_36.07889.07889.3,0,1,0,0,0
9965,-0.1314111529418825,0.47414510655186437,0.3073147445827919,-0.5774042115468465,0.21432123964323346,-0.42711307465123716,-0.12800461680084776,0.02586872924845244,-1.17660896099774,-1.1192788539980598,0.6154307894041274,-0.4653879096279839,-0.8033601867786309,-0.8861668634469227,-0.49138093854183307,100104_A549_8plex_IPG400_inj1_4_fr_36.08217.08217.3,0,1,0,0,0
6114,-1.4711232787292392,-0.8872236484702791,-0.8741486197746862,-0.7647796937767853,-1.2136300005198464,0.08713002500631255,-0.077114378599897,-1.10893651218951,-0.4454101424584822,-0.537765247559616,-0.016121023852652988,-0.11059238391028318,-0.4585604899003405,-0.468724791852412,-0.29967894696650643,100104_A549_8plex_IPG400_inj1_4_fr_35.04039.04039.3,0,1,0,0,0
6335,-0.8618147414009752,0.47414510655186437,1.3199976283177728,0.7983335434453614,-1.2136300005198464,2.3325271139953183,1.313653090042524,-1.6645532098818245,-0.9392520517680589,-0.9002250348551234,0.592105056336721,-0.448650535290729,-0.524052595231357,-0.5549855655310119,-0.38056392912639164,100104_A549_8plex_IPG400_inj1_4_fr_35.05359.05359.2,1,0,0,0,0
41,-0.8258285233454701,-0.8872236484702791,-0.8741486197746862,-0.3022566605484049,-0.7376462537988198,0.9024079945939447,-0.08931409323711123,-0.2585020215389529,-0.5056622512211286,-0.5338774081458788,0.07085167547869693,-0.028538984225589908,-0.47841798910163774,-0.7355484815477101,-0.22725759405049378,100104_A549_8plex_IPG400_inj1_4_fr_34.05577.05577.2,1,0,0,0,0
5728,0.9888535268579568,-0.8872236484702791,-0.8741486197746862,-0.027109109549963248,1.4042806064458,-0.8215193816694201,-0.1327119638344357,0.41716137373377443,0.5712989429789017,-0.05018055803468211,0.46929727980711317,-0.022079082458289767,-0.1344193868939252,-0.22152991832758545,0.29557615408714966,100104_A549_8plex_IPG400_inj1_4_fr_35.08965.08965.2,1,0,0,0,0
6466,-1.4370718049991575,-0.8872236484702791,-0.8741486197746862,-0.6131733931766439,-1.2136300005198464,1.1249949613166739,-0.10430231407711728,-1.3115412433871148,-0.6057565931594199,-0.630840016169501,0.28416255366629245,-0.31571954592021356,-0.2921140574941916,-0.3148867430772771,-0.06671071771355633,100104_A549_8plex_IPG400_inj1_4_fr_34.03340.03340.2,1,0,0,0,0
4589,-0.8535494622274963,-0.8872236484702791,-0.8741486197746862,-0.7873417929586575,-0.49965438043830646,1.2724630023557548,-0.1328069473269683,-0.7842484759124846,-0.5624270743144034,-0.523518906329941,0.4554784525231923,-0.36380799593449054,0.0010043559648597762,0.03130524745680086,-0.28416563085756347,100104_A549_8plex_IPG400_inj1_4_fr_36.04453.04453.2,1,0,0,0,0
5607,-1.1326213879153075,-0.8872236484702791,-0.8741486197746862,-1.069918327834057,-0.7376462537988198,-0.1362015201471562,-0.13283936371157576,-0.430821644927236,-0.2781090570688015,-0.14720680711375458,0.6087429774854712,-0.44697927138179977,-0.3588235869112863,-0.3715751894133595,-0.5123950050110425,100104_A549_8plex_IPG400_inj1_4_fr_36.03557.03557.2,1,0,0,0,0
3202,3.001453283464556,0.47414510655186437,-0.20636497905089424,-0.3022566605484049,2.5942399732483663,-1.1589566552810993,-0.12486754732270694,0.8606137991659113,1.5721073383968363,1.6332306688010207,0.3224814645145492,0.5849808228666749,0.4623868471971851,0.6500965729952264,1.0205174743781844,100104_A549_8plex_IPG400_inj1_4_fr_32.08535.08535.4,0,0,1,0,1
2041,-0.11000522554982704,-0.8872236484702791,-0.8741486197746862,-0.027109109549963248,0.21432123964323346,-0.4053123628632224,-0.012630172660336123,-0.32439004562722823,-0.5768436540472193,-0.6399712612278039,0.4420214530718515,-0.36708149253293915,0.17745992942609262,0.2779051523254041,-0.005391742955214682,100104_A549_8plex_IPG400_inj1_4_fr_35.08395.08395.2,1,0,0,0,0
2557,0.5309529950261037,1.8355138615740079,1.685688669666516,0.7983335434453614,-0.02367063371727985,1.6843019900368696,-0.012630172660336123,-0.6563570679655228,1.7475896891083416,2.0120352602577727,0.492047627341306,-0.381410206519757,1.232578539370077,1.5851998833313654,-0.06377490486635709,100104_A549_8plex_IPG400_inj1_4_fr_35.05293.05293.2,1,0,0,0,1
7664,1.3192051480184988,0.47414510655186437,0.08579036376576506,-0.027109109549963248,0.9282968597247734,-1.8376101074165887,-0.12835318007619673,0.8568423037973775,2.3344432479211026,2.7069666781554997,0.17534105291850693,-0.20606896514195475,2.195595193285747,2.617263332287416,0.18407932899691434,100104_A549_8plex_IPG400_inj1_4_fr_33.09542.09542.4,0,0,1,0,1
10053,-0.16759194517852946,-0.8872236484702791,-0.8741486197746862,-0.027109109549963248,0.21432123964323346,0.8156026168638205,-0.13079312300363957,-0.16123515598448096,3.1799596227019595,3.4716905071644804,-0.7964550324274015,0.4679276392153007,4.868066497330162,5.910549545699923,0.1750888734464335,100104_A549_8plex_IPG400_inj1_4_fr_36.06439.06439.2,1,0,0,0,0
8402,-0.3316852080280112,3.1968826165961515,4.885485281468021,0.9050907932327571,-0.9756381271593331,1.0507153182172864,-0.13235294366082626,-1.2341878733784983,-0.3178348523379637,-0.23327825554823373,-0.14128664019915185,0.1074519689774333,-0.5279131034200543,-0.501757098387911,0.4476677048579178,100104_A549_8plex_IPG400_inj1_4_fr_36.05370.05370.2,1,0,0,0,0
10326,-0.33158336951950523,0.47414510655186437,0.832409573186116,0.09753273105233089,-0.7376462537988198,0.7577361271287875,-0.13279875608999758,-0.6011800907238817,-0.752921673237664,-0.7521735198972258,0.4669800525917319,-0.37716273470281486,-0.3974170810327312,-0.47146623679821376,-0.17330137362375586,100104_A549_8plex_IPG400_inj1_4_fr_32.06734.06734.3,0,1,0,0,0
512,-1.068717276775468,0.47414510655186437,1.0457293473062164,1.1285106046434916,-0.9756381271593331,-0.5386208934559727,-0.11988309248521659,-1.2425605930966421,-1.0137112721130561,-0.9765944339083179,0.5721258702588178,-0.44340965651055,-0.6528058191690855,-0.6775590113743795,-0.4282582691669036,100104_A549_8plex_IPG400_inj1_4_fr_36.02549.02549.2,1,0,0,0,0
5131,-0.42116531825949083,0.47414510655186437,1.0457293473062164,0.7983335434453614,-0.9756381271593331,1.5636736797241064,0.23310693646069316,-0.8733311965172394,0.0012160747971834147,0.0008608358018606139,0.001328251942365252,0.0033339291076192505,0.0012978759828464303,0.0014390492579177815,0.002384044611913529,100104_A549_8plex_IPG400_inj1_4_fr_35.03885.03885.2,1,0,0,0,0
8489,0.030271689187434052,1.8355138615740079,2.197656127554758,0.2480384414484784,-0.49965438043830646,0.27215929894992924,-0.12591323714875388,-0.25616369441046244,0.0012160747971834147,0.0008608358018606139,0.001328251942365252,0.0033339291076192505,0.0012978759828464303,0.0014390492579177815,0.002384044611913529,100104_A549_8plex_IPG400_inj1_4_fr_36.05394.05394.3,0,1,0,0,1
1220,0.2734511798719934,0.47414510655186437,0.40577002494591496,0.42468316918947796,-0.02367063371727985,0.655853733624535,-0.13288442510040466,0.6930839748956653,0.734986518148824,0.9131860144649269,0.36569089197824733,-0.2133652547141441,0.7827493216889109,1.0773308832910875,-0.36059693670133425,100104_A549_8plex_IPG400_inj1_4_fr_33.07804.07804.3,0,1,0,0,1
7429,0.043182018202160805,0.47414510655186437,0.6617537538900359,0.19851188226875877,-0.49965438043830646,0.023535738874997374,-0.13287099582881368,-0.8222651492272993,1.5093976079852212,1.8088305795100688,0.14138623053899702,-0.18537013008828035,1.5603305140447667,1.9675618046260341,-0.15568513212198395,100104_A549_8plex_IPG400_inj1_4_fr_36.05262.05262.4,0,0,1,0,1
871,-0.14834485451618723,0.47414510655186437,0.6617537538900359,0.52318599244692,-0.49965438043830646,0.32694148988734323,-0.05794339845570324,0.6581976427367325,1.5578596718369992,1.835292131069482,0.42774295579406457,-0.30187843040492846,0.6956927953689876,1.0427477589549519,-0.5447354946471353,100104_A549_8plex_IPG400_inj1_4_fr_33.06838.06838.3,0,1,0,0,1
