,Mass,PTMCnt,PTMCntRatio,MassDifferent,PeptideLength,AvgIntensityLog,expect,fval,EucliIntraProtein,ManhattanIntraProtein,PearsonIntraProtein,CosineIntraProtein,EucliIntraProteinPair,ManhattanIntraProteinPair,CosineIntraProteinPair,Name,Charge2,Charge3,Charge4,Charge5,y
10420,0.9781817503802404,0.47414510655186437,0.029323364733973692,-1.4028468645421714,1.1662887330852867,-1.2619865594779365,-0.12695892697480082,1.3948838330723277,0.3794682838307849,0.31803159559158534,-0.5690839513365544,0.32027847105322915,0.046851430271548596,-0.07138724487647231,0.3024483919571708,100104_A549_8plex_IPG400_inj1_4_fr_32.09060.09060.3,0,1,0,0,1
4771,0.16667159628032766,-0.8872236484702791,-0.8741486197746862,-0.5774042115468465,0.45231311300374677,0.593018677407032,-0.1326579365267566,1.6651114762277333,3.4194568586255953,3.919821059317689,0.3823813111725521,-0.3123527310987133,2.233500939773944,2.8909809790146315,-0.5359544732233732,100104_A549_8plex_IPG400_inj1_4_fr_35.07690.07690.3,0,1,0,0,1
1112,-0.7661964331123811,-0.8872236484702791,-0.8741486197746862,-1.677994415540613,-0.49965438043830646,-1.2797460918175125,0.09368162632110208,-0.6737059466607758,-0.8236185526998496,-0.8478095756293658,0.5498797247212573,-0.42306391346964284,-0.580215956432809,-0.5845397288399931,-0.2349003951408326,100104_A549_8plex_IPG400_inj1_4_fr_34.09675.09675.2,1,0,0,0,0
5643,0.017561992976601177,0.47414510655186437,0.5221262653750609,0.52318599244692,-0.26166250707779315,0.3027214685118482,-0.1102278897580499,-0.157388230708577,-0.8982526200997364,-0.8812419422563995,0.555302965157995,-0.41205225726760236,-0.2904259536088998,-0.2933866456472902,-0.3867190783984226,100104_A549_8plex_IPG400_inj1_4_fr_34.03902.03902.2,1,0,0,0,0
440,-0.7618415052966092,0.47414510655186437,1.0457293473062164,-0.027109109549963248,-0.9756381271593331,-0.8048753965685754,2.829903337810577,-2.35703747449821,-0.9795671777994955,-0.9619485745110085,0.5079370421851329,-0.40493724785583435,-0.9689958202160768,-1.0039125219663816,-0.5445974383820104,100104_A549_8plex_IPG400_inj1_4_fr_33.03027.03027.3,0,1,0,0,0
9857,1.7193671753297959,0.47414510655186437,-0.10619743294232514,-0.5774042115468465,1.8802643531668266,-0.271465044998984,-0.1326927928542915,1.876692366402447,0.0012160747971834147,0.0008608358018606139,0.001328251942365252,0.0033339291076192505,0.0012978759828464303,0.0014390492579177815,0.002384044611913529,100104_A549_8plex_IPG400_inj1_4_fr_34.07180.07180.3,0,1,0,0,0
7019,-0.2080195211565282,0.47414510655186437,0.832409573186116,0.52318599244692,-0.7376462537988198,0.8839599886025955,-0.12992171481526715,1.1269190871380421,0.9640953792714999,1.2212134823278031,0.49100670136780294,-0.4008557717320731,0.4617377634878046,0.7109077889159736,-0.48198640146105093,100104_A549_8plex_IPG400_inj1_4_fr_33.06903.06903.3,0,1,0,0,1
4626,1.7021243690388412,1.8355138615740079,0.9327953492426336,1.3486286454422447,1.1662887330852867,-1.2872175610261172,-0.12678464533712633,1.6020143587121727,-0.8951982865414209,-0.8913107798969322,0.4823839218690998,-0.3879839176768298,0.12917056237892857,0.2863363326442289,-0.3270790974251995,100104_A549_8plex_IPG400_inj1_4_fr_35.08693.08693.3,0,1,0,0,1
6168,-1.2773802912405021,-0.8872236484702791,-0.8741486197746862,0.2637218518553895,-0.9756381271593331,1.0813180721215934,-0.1323895428047379,0.4504259628842377,0.056618528004902316,0.12624942319366014,-1.0304595658262083,0.5299762946327039,2.0974318485263064,1.920587645978395,1.868450643668922,100104_A549_8plex_IPG400_inj1_4_fr_34.04816.04816.3,0,1,0,0,0
2830,0.6970695313246084,-0.8872236484702791,-0.8741486197746862,0.52318599244692,0.9282968597247734,-2.112896979854346,0.07625346255365317,-1.3664542159529585,1.077354688246998,1.06671473035136,-1.5157886124047628,0.6445293025335017,1.015119701688171,1.0813632194017186,0.9791883411451076,100104_A549_8plex_IPG400_inj1_4_fr_36.10019.10019.2,1,0,0,0,1
2337,-0.6597311464302288,0.47414510655186437,1.3199976283177728,-0.3022566605484049,-1.2136300005198464,-0.38415081887254765,1.1045151248331373,-0.9132336175163208,-0.5047368311931315,-0.44035053434018856,0.5607118807121567,-0.42306678127104724,-0.5859353317994359,-0.5905600021350773,-0.5225669989467037,100104_A549_8plex_IPG400_inj1_4_fr_35.02466.02466.2,1,0,0,0,0
6648,2.2093477527338177,3.1968826165961515,1.550960391274874,1.0734810944438034,1.6422724798063133,-1.2361558712554004,-0.11737343690270392,1.1222424328810612,1.445156115581594,1.5118180238875698,0.3205384855000222,-0.14290662144996216,0.9604362389400153,1.1375914971632746,0.015423424876124286,100104_A549_8plex_IPG400_inj1_4_fr_32.08163.08163.4,0,0,1,0,0
6132,1.834459080767313,1.8355138615740079,0.6617537538900359,1.6237761964406865,1.8802643531668266,-0.4913671758881502,-0.13027027809061612,0.13135745470632645,0.0012160747971834147,0.0008608358018606139,0.001328251942365252,0.0033339291076192505,0.0012978759828464303,0.0014390492579177815,0.002384044611913529,100104_A549_8plex_IPG400_inj1_4_fr_35.06657.06657.3,0,1,0,0,0
10532,0.05822884836335615,-0.8872236484702791,-0.8741486197746862,-1.1276993135437297,0.21432123964323346,-1.6731390660647258,-0.12661036369945183,-0.07034211760283035,0.050918624926949985,0.11203806955067402,-2.0582441196608414,0.5058363933733204,0.24710603235929277,0.37252364703031404,0.6797362444564251,100104_A549_8plex_IPG400_inj1_4_fr_32.08614.08614.3,0,1,0,0,1
3985,-0.30181704938899045,0.47414510655186437,0.832409573186116,-0.027109109549963248,-0.7376462537988198,0.5624792593199681,-0.108485073381305,-0.0022666262008055067,-0.9681494487812352,-0.9047008446526521,0.5893827935565571,-0.4477911656980147,-0.7200123321248172,-0.776763803049923,-0.41213534159937953,100104_A549_8plex_IPG400_inj1_4_fr_36.05933.05933.2,1,0,0,0,0
3281,0.6481212539195647,-0.8872236484702791,-0.8741486197746862,0.7251442948797763,0.9282968597247734,-1.710549626808655,-0.11545633888828456,-1.1348844003250185,2.0279309378397143,2.162329099536518,0.22224891512039088,-0.21836158806171646,1.16504439276089,1.4934439953875733,-0.19043087266234182,100104_A549_8plex_IPG400_inj1_4_fr_35.09529.09529.2,1,0,0,0,0
4979,-0.6148260758040819,0.47414510655186437,0.832409573186116,0.4499967438813346,-0.7376462537988198,0.34621942835812064,-0.1328786816490351,-0.31944938669444983,0.47298243498015874,-0.2654322950413409,-1.911476703161036,0.8016440550072558,0.09303959416210929,-0.31892521032651305,0.7706219787623823,100104_A549_8plex_IPG400_inj1_4_fr_33.04810.04810.3,0,1,0,0,0
2318,0.8462319293733271,-0.8872236484702791,-0.8741486197746862,-0.3022566605484049,1.4042806064458,1.0559378761309322,-0.1311939707702909,1.4484390673054992,-0.35177938104848855,-0.38440984595095706,0.2736881410439864,-0.27998629591137747,0.04022801359475169,0.042641932333823275,-0.16391800579338572,100104_A549_8plex_IPG400_inj1_4_fr_35.07073.07073.3,0,1,0,0,0
6869,1.900533407181703,0.47414510655186437,-0.02086952329428598,-0.8525517625452881,1.4042806064458,-1.440427013060834,-0.1306188413659651,1.2963346590925544,-0.9638524913052259,-0.9655367240586802,0.5829036364163416,-0.4225542665659942,-0.5517915086038476,-0.6086294881839753,-0.26413619917887693,100104_A549_8plex_IPG400_inj1_4_fr_34.09545.09545.3,0,1,0,0,0
889,0.4094052289569644,0.47414510655186437,0.22292450427154334,-0.3022566605484049,0.45231311300374677,0.4412708645992201,-0.12207904111991513,1.0973128484950563,-0.010835442351395117,-0.30221768193151227,-0.17975095253865503,0.05651592419461689,-0.36948019674736365,-0.3135269619769489,0.03311366990202788,100104_A549_8plex_IPG400_inj1_4_fr_36.06283.06283.3,0,1,0,0,0
5243,2.2136092849426423,-0.8872236484702791,-0.8741486197746862,3.9683084784984075,2.356248099887853,-0.2537687095104744,-0.13238431435560766,-0.9990351371504517,-0.3717332037118072,-0.4322070706223406,0.11053576997310369,-0.12603757923150252,-0.49747567411999466,-0.6537205768568776,-0.2955839653101879,100104_A549_8plex_IPG400_inj1_4_fr_35.06922.06922.2,1,0,0,0,0
853,-0.5105968488102961,1.8355138615740079,2.965607314387119,-0.027109109549963248,-0.9756381271593331,0.41462181159010153,-0.10499944062781523,-0.7191524658516011,-0.7582452707373165,-0.7183963419620072,0.4129923080612247,-0.3344503147139816,0.48112508589275055,0.6399870121492587,-0.4269018804962411,100104_A549_8plex_IPG400_inj1_4_fr_35.02077.02077.2,1,0,0,0,0
