iter	Logloss
304	0.2039036118
305	0.203860792
306	0.2038136482
307	0.2037439303
308	0.2037149837
309	0.2036597348
310	0.2036172861
311	0.2035711021
312	0.2035315096
313	0.2034960789
314	0.2034424775
315	0.2033746613
316	0.203341947
317	0.2033103852
318	0.2032724113
319	0.2032199694
320	0.2031681273
321	0.2031151015
322	0.2030723447
323	0.2030171846
324	0.2029804281
325	0.2029389455
326	0.202890465
327	0.202820575
328	0.2027666399
329	0.2027066881
330	0.2026346937
331	0.2025702765
332	0.2024938684
333	0.2024228337
334	0.202398132
335	0.2023424226
336	0.2023007917
337	0.2022206858
338	0.2021826596
339	0.2021320904
340	0.2021029414
341	0.2020673977
342	0.2019773138
343	0.2019547442
344	0.2019242896
345	0.2018669658
346	0.2018223628
347	0.2017801453
348	0.2017647922
349	0.2016893949
350	0.2016404566
351	0.2015440936
352	0.2014865287
353	0.2014316652
354	0.2013912813
355	0.2013482638
356	0.2013068474
357	0.2012715279
358	0.2012335075
359	0.2011930327
360	0.2011430591
361	0.2010971344
362	0.2010728901
363	0.2010117409
364	0.2009704282
365	0.2009416512
366	0.2009088608
367	0.20087345
368	0.2008239454
369	0.2007674125
370	0.2007455778
371	0.2007054523
372	0.2006695508
373	0.2006467686
374	0.200567673
375	0.2005457415
376	0.2005047737
377	0.2004735967
378	0.2004113972
379	0.2003682899
380	0.2003342844
381	0.2002897789
382	0.2002445999
383	0.2002009993
384	0.2001568915
385	0.2001238802
386	0.2000910015
387	0.20004752
388	0.2000040469
389	0.1999635849
390	0.1999365307
391	0.1999092672
392	0.1998786592
393	0.1998277621
394	0.1997784035
395	0.1997135969
396	0.1996678045
397	0.199634298
398	0.1996050804
399	0.1995740994
400	0.1995309044
401	0.1995132707
402	0.1994762334
403	0.1993992839
404	0.1993570335
405	0.1993221261
406	0.1992595896
407	0.1992217234
408	0.1991679692
409	0.1991533254
410	0.1991067155
411	0.1990742063
412	0.1990417944
413	0.1989846129
414	0.1989590642
415	0.1989006688
416	0.198869519
417	0.1987968641
418	0.1987634591
419	0.1987087187
420	0.1986548873
421	0.1986066333
422	0.1985767582
423	0.198514259
424	0.1984406015
425	0.1983963904
426	0.1983732219
427	0.1983330495
428	0.198288441
429	0.198262417
430	0.1982286894
431	0.1981876216
432	0.1981603699
433	0.1981352931
434	0.19809622
435	0.1980689711
436	0.198030921
437	0.1979843098
438	0.1979417432
439	0.1979147809
440	0.197876399
441	0.1978109322
442	0.1977716858
443	0.1977349838
444	0.1977019985
445	0.1976480924
446	0.1976316701
447	0.1975969931
448	0.197562139
449	0.1975177877
450	0.1974698254
451	0.1974437342
452	0.197402776
453	0.1973666909
454	0.1973308759
455	0.197292452
456	0.1972646923
457	0.1972335978
458	0.1971975823
459	0.197149855
460	0.1971161817
461	0.1970920308
462	0.197031257
463	0.1970026754
464	0.1969749899
465	0.1969307722
466	0.1968850921
467	0.1968463673
468	0.1968037045
469	0.1967710608
470	0.1967346138
471	0.1967018852
472	0.1966571457
473	0.1966038875
474	0.1965588237
475	0.1965205006
476	0.1964764087
477	0.1964392298
478	0.1964040337
479	0.1963787709
480	0.1963574794
481	0.1963233355
482	0.196276581
483	0.1962423184
484	0.1962041331
485	0.196171737
486	0.1961320194
487	0.1960923199
488	0.1960480819
489	0.196033035
490	0.1959829829
491	0.1959477026
492	0.1959222044
493	0.1958900796
494	0.1958585808
495	0.1958081156
496	0.1957398818
497	0.1956989703
498	0.1956405803
499	0.1956013881
500	0.1955640495
501	0.1955204502
502	0.195498808
503	0.1954597493
504	0.1954271692
505	0.1953923905
506	0.1953730646
507	0.1953463125
508	0.1953193128
509	0.1952804763
510	0.1952504476
511	0.1952107246
512	0.19518138
513	0.1951425489
514	0.1951079312
515	0.1950780184
516	0.1950445974
517	0.1950003241
518	0.1949616964
519	0.1949383844
520	0.1949122307
521	0.1948670116
522	0.194831316
523	0.1948174376
524	0.1947915304
525	0.1947510667
526	0.1947342095
527	0.1947072976
528	0.1946738819
529	0.1946375907
530	0.1945884041
531	0.1945553725
532	0.1945133371
533	0.1944856359
534	0.1944428421
535	0.1943979691
536	0.1943415867
537	0.1943068154
538	0.1942691418
539	0.1942384735
540	0.1941952931
541	0.1941482005
542	0.1941211284
543	0.1940980072
544	0.1940499333
545	0.1940053041
546	0.193960547
547	0.1939348168
548	0.1939008003
549	0.193867833
550	0.1938518488
551	0.1938062186
552	0.1937597768
553	0.1937324944
554	0.1937042958
555	0.1936623806
556	0.1936199856
557	0.1935822554
558	0.1935415025
559	0.193517214
560	0.193481569
561	0.1934342314
562	0.1934091931
563	0.193377759
564	0.193337969
565	0.1933113152
566	0.1932879274
567	0.1932550317
568	0.1932063814
569	0.1931882205
570	0.1931519557
571	0.193113824
572	0.1930824956
573	0.1930493208
574	0.1930270095
575	0.193000281
576	0.1929905275
577	0.192951907
578	0.1929082491
579	0.1928758592
580	0.1928500561
581	0.1928088035
582	0.1927680505
583	0.1927320826
584	0.1926896951
585	0.19264053
586	0.1926162985
587	0.1925905369
588	0.1925619039
589	0.192520193
590	0.1925010097
591	0.1924834486
592	0.1924464908
593	0.1924109175
594	0.1923793764
595	0.192359394
596	0.1923277095
597	0.1922974703
598	0.1922600067
599	0.1922410907
600	0.1922153821
601	0.1921846245
602	0.1921502915
603	0.1921387899
604	0.1921005403
605	0.1920574108
606	0.1920309342
607	0.1919946541
608	0.1919735068
609	0.1919541512
610	0.1919262503
611	0.1919065981
612	0.191872423
613	0.1918538003
614	0.1918179497
615	0.1917888257
616	0.1917510826
617	0.1917326917
618	0.1917091408
619	0.191677857
620	0.1916477707
621	0.1916113257
622	0.1915565602
623	0.1915371405
624	0.1915050495
625	0.191458576
626	0.1914363486
627	0.1914034791
628	0.1913718816
629	0.1913435383
630	0.1913196376
631	0.1912909763
632	0.1912703954
633	0.1912420947
634	0.1911991519
635	0.1911651641
636	0.1911326637
637	0.1910907852
638	0.1910533698
639	0.1910046681
640	0.1909782418
641	0.1909547958
642	0.190905534
643	0.1908420918
644	0.1908113617
645	0.1907720363
646	0.1907416711
647	0.1907170611
648	0.1907003187
649	0.1906764823
650	0.1906521921
651	0.1906233912
652	0.19060044
653	0.1905790504
654	0.1905452846
655	0.1905051392
656	0.190481737
657	0.1904410424
658	0.1904096745
659	0.190372778
660	0.1903368127
661	0.1902906761
662	0.1902452145
663	0.1902078896
664	0.1901703743
665	0.1901473879
666	0.1901279544
667	0.1900940882
668	0.1900571117
669	0.19001086
670	0.1899788671
671	0.1899374922
672	0.1899059169
673	0.1898725863
674	0.1898232837
675	0.1898005774
676	0.1897621971
677	0.1897527305
678	0.1897225834
679	0.1896817228
680	0.189653181
681	0.1896086148
682	0.1895589989
683	0.1895174131
684	0.1894866024
685	0.1894523568
686	0.1894152748
687	0.1893785939
688	0.1893501504
689	0.1893168809
690	0.1892992695
691	0.189277533
692	0.1892588631
693	0.1892408206
694	0.18921957
695	0.1891761312
696	0.1891624506
697	0.189134421
698	0.1891146594
699	0.1890920952
700	0.1890599393
701	0.189033077
702	0.1889816902
703	0.1889452097
704	0.1889047784
705	0.1888869249
706	0.1888445474
707	0.1888174683
708	0.1887918113
709	0.1887518368
710	0.1887203986
711	0.1886871197
712	0.1886642594
713	0.1886349996
714	0.1886078969
715	0.188589227
716	0.1885708643
717	0.1885533582
718	0.1885228206
719	0.1885088566
720	0.1884874776
721	0.1884643056
722	0.1884176552
723	0.1883778006
724	0.1883518257
725	0.1883262266
726	0.1882917116
727	0.1882585503
728	0.1882295776
729	0.1881944328
730	0.1881620675
731	0.1881367409
732	0.1881126594
733	0.1880933981
734	0.1880681526
735	0.1880377743
736	0.188021139
737	0.1879873074
738	0.187956445
739	0.1879253539
740	0.1878903039
741	0.1878580347
742	0.1878330575
743	0.1878097631
744	0.1877915151
745	0.1877406354
746	0.1877127626
747	0.1876811833
748	0.1876473203
749	0.1876318129
750	0.1876159033
751	0.1875641288
752	0.1875333448
753	0.1875156004
754	0.1874840241
755	0.1874603654
756	0.1874102413
757	0.1873666212
758	0.1873373025
759	0.1873090234
760	0.1872744127
761	0.1872659189
762	0.1872372831
763	0.1871964047
764	0.1871738766
765	0.1871440106
766	0.1871006988
767	0.1870711935
768	0.1870331752
769	0.1870065194
770	0.1869633493
771	0.1869439098
772	0.1869112309
773	0.1868731635
774	0.1868434611
775	0.1868183996
776	0.1867715924
777	0.1867352681
778	0.1867131912
779	0.1866881289
780	0.1866694253
781	0.186650007
782	0.1866296737
783	0.1866031236
784	0.1865765602
785	0.1865511779
786	0.1865042877
787	0.1864736258
788	0.1864535479
789	0.1864295746
790	0.1864096232
791	0.1863892406
792	0.1863629819
793	0.1863394583
794	0.1862895392
795	0.1862632199
796	0.1862323582
797	0.1861921311
798	0.1861615579
799	0.1861542715
800	0.1861275453
801	0.1861076606
802	0.1860879468
803	0.1860676312
804	0.1860283913
805	0.1859831584
806	0.1859384014
807	0.1859118797
808	0.1859031007
809	0.1858710157
810	0.1858397118
811	0.1858008871
812	0.1857778362
813	0.1857529788
814	0.1857331883
815	0.1857076718
816	0.1856718528
817	0.1856516742
818	0.1856236037
819	0.1855997191
820	0.1855561233
821	0.185524218
822	0.1854934501
823	0.185466766
824	0.1854369489
825	0.1853954029
826	0.1853518547
827	0.1853293456
828	0.1852917388
829	0.1852680894
830	0.1852388427
831	0.1851903443
832	0.1851632403
833	0.1851381217
834	0.1850990543
835	0.1850736752
836	0.1850567632
837	0.1850294492
838	0.1850163401
839	0.184994085
840	0.184962976
841	0.1849272917
842	0.1848940126
843	0.1848521656
844	0.1848264482
845	0.1847837308
846	0.1847514738
847	0.1847191349
848	0.1846943759
849	0.184668151
850	0.1846441365
851	0.1846195705
852	0.1846012056
853	0.1845769026
854	0.1845484089
855	0.184535626
856	0.1845156112
857	0.1844901784
858	0.1844666228
859	0.1844352299
860	0.1844041926
861	0.1843840449
862	0.1843582718
863	0.1843262241
864	0.1842911356
865	0.1842677766
866	0.1842507795
867	0.1842202235
868	0.1841885893
869	0.184160243
870	0.1841309638
871	0.1840954902
872	0.1840597144
873	0.184035537
874	0.1840043403
875	0.1839685833
876	0.1839581558
877	0.1839324278
878	0.1838939002
879	0.1838749068
880	0.1838357085
881	0.1838044123
882	0.1837651839
883	0.1837296076
884	0.1836921942
885	0.1836629122
886	0.1836371458
887	0.1836159094
888	0.1835904533
889	0.1835519724
890	0.1835281738
891	0.1835013861
892	0.1834889449
893	0.183468935
894	0.1834304254
895	0.183414425
896	0.1833876851
897	0.1833672129
898	0.1833478379
899	0.1833097951
900	0.1832750834
901	0.1832416963
902	0.1832177268
903	0.1831949649
904	0.1831607228
905	0.1831237033
906	0.1831092912
907	0.1830853825
908	0.1830386479
909	0.183007746
910	0.182974872
911	0.182950992
912	0.182924048
913	0.1828953753
914	0.1828681393
915	0.1828296942
916	0.1828064263
917	0.1827873337
918	0.1827655091
919	0.1827374841
920	0.1827169521
921	0.1826952452
922	0.1826521008
923	0.1826059298
924	0.1825690122
925	0.1825327685
926	0.1824829873
927	0.1824621833
928	0.1824344231
929	0.1823994286
930	0.1823786277
931	0.1823466438
932	0.1823346868
933	0.1823116337
934	0.1822805177
935	0.1822547258
936	0.1822317542
937	0.1822035719
938	0.1821692213
939	0.1821475331
940	0.1821208494
941	0.1821009407
942	0.1820773845
943	0.1820500078
944	0.1820351218
945	0.1820222089
946	0.1819915355
947	0.1819677789
948	0.1819222644
949	0.1818971063
950	0.1818704592
951	0.1818470618
952	0.1818224985
953	0.1818054475
954	0.181790087
955	0.1817717601
956	0.1817540899
957	0.1817322402
958	0.1816950285
959	0.1816795813
960	0.1816534976
961	0.1816291277
962	0.1815982126
963	0.1815775032
964	0.1815513084
965	0.1815186201
966	0.1815000343
967	0.1814764367
968	0.181449095
969	0.1814101233
970	0.1813847298
971	0.1813554022
972	0.1813425725
973	0.1813209491
974	0.1812965741
975	0.1812729994
976	0.1812431283
977	0.1812108822
978	0.1811935298
979	0.1811824573
980	0.1811565539
981	0.1811487083
982	0.1811257217
983	0.1811028825
984	0.1810775135
985	0.1810499813
986	0.1810167106
987	0.1809876368
988	0.1809658484
989	0.1809266845
990	0.1808995267
991	0.1808714807
992	0.1808427705
993	0.1808199645
994	0.1807983551
995	0.1807797206
996	0.1807698882
997	0.1807427274
998	0.1807181954
999	0.1807022399
